index,address,Trzaskowski_first,Nawrocki_first,Trzaskowski_second,Nawrocki_second
7422,"Przedszkole Samorządowe nr 5, os. Osiedle 700-lecia 9, 63-600 Kępno",777,348,77,636
7428,"Przedszkole Samorządowe nr 8, ul. Władysława Broniewskiego 3, 97-300 Piotrków Trybunalski",316,323,588,683
7429,"Przedszkole Samorządowe nr 95, ul. Kościuszkowców 6, 30-424 Kraków",540,259,917,482
7430,"Przedszkole Samorządowe p. n. ""Mali Odkrywcy"" w Gorliczynie, Gorliczyna 148, 37-200 Przeworsk",94,431,173,756
7434,"Przedszkole Samorządowe w Czempiniu, ul. Borówko Stare 1, 64-020 Czempiń",528,275,885,578
7445,"Przedszkole Samorządowe w Rakowiskach, Rakowiska ul. Wspólna 74, 21-500 Biała Podlaska",265,252,456,582
7449,"Przedszkole Samorządowe w Sędziszowie, os. Na Skarpie 8, 28-340 Sędziszów",183,384,316,664
7460,"Przedszkole Samorządowe, ul. Henryka Sienkiewicza 19, 62-085 Skoki",776,349,1198,730
7462,"Przedszkole Samorządowe, ul. Kazimierza Wielkiego 4, 37-550 Radymno",190,559,303,860
7467,"Przedszkole Specjalne nr 11, ul. Młodej Polski 30, 20-863 Lublin",468,382,830,668
7468,"Przedszkole Specjalne nr 245 dla Dzieci Słabowidzących, ul. Ksawerego Pruszyńskiego 1, 01-870 Warszawa",539,275,922,498
7469,"Przedszkole Ujeścisko Sp. z o. o., Gdańsk ul. Płocka 4, 80-180 Gdańsk 42",985,378,747,711
7470,"Przedszkole Zielona Żyrafa, ul. Zielona 81, 14-200 Iława",502,303,842,598
7473,"Przedszkole im. Marii Konopnickiej, ul. Stanisława Wyspiańskiego 12a, 87-300 Brodnica",619,521,988,919
7484,"Przedszkole nr 1, ul. Raczkowska 41, 16-400 Suwałki",391,420,677,749
7488,"Przedszkole nr 10 im. Marii Konopnickiej, ul. Nowomiejska 18, 16-400 Suwałki",424,455,723,915
7490,"Przedszkole nr 10, Czeladź ul. Stefana Żeromskiego 19, 41-253 Czeladź, Piaski",575,294,944,530
7498,"Przedszkole nr 11, ul. Nefrytowa 14, 05-500 Piaseczno",1042,470,1611,967
7503,"Przedszkole nr 121, ul. Biskupińska 65, 60-463 Poznań",171,280,769,554
7504,"Przedszkole nr 126, ul. Wokalna 1, 02-787 Warszawa",904,325,577,607
7509,"Przedszkole nr 148 „Mali Europejczycy”, os. Bolesława Chrobrego 121, 60-681 Poznań",784,285,286,481
7510,"Przedszkole nr 15 „Calineczka”, ul. św. Antoniego 42, 61-359 Poznań",633,249,11,532
7519,"Przedszkole nr 171, ul. Równa 2, 03-418 Warszawa",383,229,746,448
7521,"Przedszkole nr 179, ul. Jarocińska 12/14, 04-171 Warszawa",669,353,156,625
7524,"Przedszkole nr 183, ul. Wrzesińska 10, 03-713 Warszawa",504,227,996,458
7525,"Przedszkole nr 189, os. Bolesława Śmiałego 105, 60-682 Poznań",742,239,274,425
7538,"Przedszkole nr 2, ul. Pułaskiego 7A, 42-300 Myszków",384,425,628,738
7544,"Przedszkole nr 212, ul. Czesława Ludwika Rybińskiego 2, 01-611 Warszawa",643,255,110,440
7548,"Przedszkole nr 237, ul. Eustachego Tyszkiewicza 33, 01-172 Warszawa",442,263,821,488
7549,"Przedszkole nr 24, ul. Janusza Korczaka 22, 81-473 Gdynia",69,222,612,456
7553,"Przedszkole nr 267, ul. Witolda Małcużyńskiego 4, 02-793 Warszawa",1510,271,217,536
7554,"Przedszkole nr 27, ul. ks. Ściegiennego 27, 40-114 Katowice",472,208,952,434
7556,"Przedszkole nr 286, ul. Mandarynki 1, 02-796 Warszawa",875,222,425,440
7566,"Przedszkole nr 3 w Mogilnie, ul. Marii Konopnickiej 15a, 88-300 Mogilno",344,246,574,533
7573,"Przedszkole nr 30, ul. Karpacka 115, 43-300 Bielsko-Biała",572,227,927,472
7579,"Przedszkole nr 340, ul. Wojciecha Bogusławskiego 8A, 01-923 Warszawa",1359,592,1114,992
7581,"Przedszkole nr 344, ul. Spartańska 2, 02-637 Warszawa",521,233,977,367
7593,"Przedszkole nr 4 (sala wielofunkcyjna), ul. Górna 12, 05-825 Grodzisk Mazowiecki",532,304,931,575
7597,"Przedszkole nr 4 w Ustroniu, ul. Wiśniowa 13, 43-450 Ustroń",571,288,880,570
7602,"Przedszkole nr 4, ul. Katowicka 132, 43-190 Mikołów",555,212,948,404
7607,"Przedszkole nr 400, ul. Eugeniusza Lokajskiego 2, 02-793 Warszawa",796,305,226,498
7609,"Przedszkole nr 412, ul. Pála Telekiego 8, 02-793 Warszawa",956,169,510,415
7611,"Przedszkole nr 416, ul. Syta 123, 02-987 Warszawa",841,147,243,357
7613,"Przedszkole nr 422, ul. Brązownicza 17, 01-929 Warszawa",984,486,470,767
7614,"Przedszkole nr 424, ul. Jerzego Beniamina Flatta 7, 02-972 Warszawa",1180,157,1757,351
7615,"Przedszkole nr 425, ul. Tadeusza Rechniewskiego 11A, 03-980 Warszawa",772,224,230,415
7618,"Przedszkole nr 436, ul. Sarmacka 4, 02-972 Warszawa",875,131,413,325
7619,"Przedszkole nr 44, ul. Ludna 8, 00-406 Warszawa",900,380,539,624
7621,"Przedszkole nr 44, ul. Tatarczana 4, 81-591 Gdynia",852,362,255,532
7658,"Przedszkole nr 69, ul. Dziewanny 19, 20-539 Lublin",524,437,822,722
7666,"Przedszkole nr 7, ul. Sowia 4, 00-318 Warszawa",471,241,852,494
7668,"Przedszkole nr 7, ul. Wiosenna 2, 99-400 Łowicz",320,395,530,678
7686,"Przedszkole nr 85, ul. Onyksowa 8, 20-582 Lublin",365,201,711,522
7687,"Przedszkole nr 86 „Tęczowy Świat”, ul. Juliusza Słowackiego 15, 60-822 Poznań",515,133,89,293
7688,"Przedszkole nr 87 im. Jacusia i Agatki, ul. św. Czesława 6a, 61-575 Poznań",266,96,627,219
7689,"Przedszkole nr 87, ul. Jacka Woronieckiego 11, 20-492 Lublin",567,303,11,702
7690,"Przedszkole nr 89, ul. Dożynkowa 38, 20-223 Lublin",493,309,903,720
7700,"Przedszkole w Czarkowie w Zespole Szkolno-Przedszkolnym w Czarkowie, ul. Powstańców Śląskich 23A, 43-211 Czarków",259,473,474,892
7712,"Przedszkole w Nowym Wiśniczu, ul. Kościelna 2, 32-720 Nowy Wiśnicz",534,1296,948,205
7721,"Przedszkole w Trzebownisku, Trzebownisko 968, 36-001 Trzebownisko",318,766,626,470
7732,"Przedszkole z Oddziałami Integracyjnymi nr 309, ul. Hansa Christiana Andersena 7, 01-893 Warszawa",559,274,30,469
7733,"Przedszkole z Oddziałami Integracyjnymi nr 39 w Rybniku, os. Południe 20, 44-253 Rybnik",454,544,677,1043
7736,"Przedszkole z Oddziałami Integracyjnymi, ul. Powstańców Wielkopolskich 26A, 57-540 Lądek-Zdrój",412,319,670,604
7737,"Przedszkole z Oddziałami Integracyjnymi, ul. Środkowa 3A, 59-140 Chocianów",195,259,331,540
7739,"Przedszkole z oddziałami integracyjnymi Nr 326 ""Chatka Skrzatka"", ul. Bernardyńska 14, 02-904 Warszawa",931,230,405,431
7740,"Przedszkole z oddziałami integracyjnymi w Glinnie, Glinno ul. Działkowa 30, 64-300 Nowy Tomyśl",648,220,142,547
7741,"Przedszkole, Bełk ul. Szymochy 16A, 44-237 Czerwionka-Leszczyny",411,585,644,1097
7749,"Przedszkole, Zbytków ul. Wyzwolenia 49, 43-246 Strumień",174,309,280,591
7750,"Przedszkole, ul. Henryka Sienkiewicza 24, 16-010 Wasilków",329,405,631,853
7751,"Przedszkole, ul. Nadarzyńska 42, 05-807 Żółwin",574,264,944,487
7753,"Przedszkole, ul. Polna 1/4c, 16-010 Wasilków",298,296,535,632
7762,"Przychodnia Rejonowa Samodzielny Publiczny Zakład Opieki Zdrowotnej, ul. Pokoju 4, 41-709 Ruda Śląska",237,225,411,529
7769,"Przychodnia ZOZ, ul. gen. Meriana C. Coopera 5, 01-315 Warszawa",1122,262,1362,892
7771,"Przychodnia Zdrowia, ul. Łucznicza 64, 71-504 Szczecin",748,413,1189,749
7774,"Przystań Chylońska 237, ul. Chylońska 237, 81-007 Gdynia",879,447,1463,811
7775,"Przystań Lipowa 15, ul. Lipowa 15, 81-572 Gdynia",985,165,491,378
7781,"Publiczna Katolicka Szkoła Podstawowa im. św. Joanny Beretty Molli, ul. Stelmachów 137, 31-349 Kraków",807,234,541,561
7782,"Publiczna Katolicka Szkoła Podstawowa, ul. 11 Listopada 4, 05-091 Ząbki",491,510,839,940
7787,"Publiczna Szkoła Podstawowa ""Mileszki"", ul. Pomorska 437, 92-735 Łódź",538,335,930,630
7788,"Publiczna Szkoła Podstawowa (Wejście A), ul. Tadeusza Kościuszki 20, 05-252 Dąbrówka",155,515,250,810
7798,"Publiczna Szkoła Podstawowa Czarna, ul. Konarskiego 23, 39-215 Czarna",273,770,520,1302
7801,"Publiczna Szkoła Podstawowa Grabiny, Grabiny 52C, 39-217 Grabiny",163,534,282,930
7802,"Publiczna Szkoła Podstawowa HEVELIUS, Gdańsk ul. Sucha 29, 80-531 Gdańsk 4",959,299,295,957
7806,"Publiczna Szkoła Podstawowa Nr 1 im. Adama Mickiewicza w Krasnymstawie, ul. Poniatowskiego 37, 22-300 Krasnystaw",350,343,546,622
7809,"Publiczna Szkoła Podstawowa Nr 1 im. Komisji Edukacji Narodowej w Białobrzegach, ul. Rzemieślnicza 21/31, 26-800 Białobrzegi",514,818,836,1284
7812,"Publiczna Szkoła Podstawowa Nr 1 w Grójcu, ul. Józefa Piłsudskiego 68, 05-600 Grójec",553,348,837,696
7814,"Publiczna Szkoła Podstawowa Nr 1 w Kozienicach, ul. Tadeusza Kościuszki 1, 26-900 Kozienice",537,742,768,1189
7817,"Publiczna Szkoła Podstawowa Nr 1 w Nienadowej w Zespole Szkół w Nienadowej, Nienadowa 373, 37-750 Dubiecko",123,461,214,856
7821,"Publiczna Szkoła Podstawowa Nr 1 z Oddziałami Integracyjnymi im. Ignacego Daszyńskiego, ul. Odrodzenia 37, 26-600 Radom",648,618,998,1069
7822,"Publiczna Szkoła Podstawowa Nr 1 z Oddziałami Integracyjnymi im. Jana III Sobieskiego w Szydłowcu, ul. Folwarczna 4, 26-500 Szydłowiec",196,479,371,767
7824,"Publiczna Szkoła Podstawowa Nr 1, Wola Rzędzińska 435 B, 33-150 Wola Rzędzińska",355,899,685,1493
7826,"Publiczna Szkoła Podstawowa Nr 1, ul. Aleja Żwirki i Wigury 16, 08-400 Garwolin",266,438,444,724
7838,"Publiczna Szkoła Podstawowa Nr 10, ul. Rzeczki 18, 27-400 Ostrowiec Świętokrzyski",451,407,738,818
7839,"Publiczna Szkoła Podstawowa Nr 10, ul. Walerego Wróblewskiego 7, 45-760 Opole",984,322,1575,722
7840,"Publiczna Szkoła Podstawowa Nr 11 z Oddziałami Integracyjnymi, ul. Szkotnia 14, 39-200 Dębica",318,445,478,745
7845,"Publiczna Szkoła Podstawowa Nr 13 z Oddziałami Integracyjnymi im. Ks. Józefa Poniatowskiego, ul. Henryka Sienkiewicza 30, 26-600 Radom",409,364,604,670
7852,"Publiczna Szkoła Podstawowa Nr 14, ul. Szymona Koszyka 21, 45-720 Opole",744,255,173,484
7853,"Publiczna Szkoła Podstawowa Nr 15 im. Władysława Syrokomli, ul. Kielecka 2/6, 26-600 Radom",644,815,993,1331
7855,"Publiczna Szkoła Podstawowa Nr 15, ul. Ludwika Hirszfelda 1, 58-309 Wałbrzych",1245,630,1777,983
7856,"Publiczna Szkoła Podstawowa Nr 15, ul. Małopolska 20, 45-301 Opole",1238,394,1802,768
7857,"Publiczna Szkoła Podstawowa Nr 17 im. Jana Kochanowskiego, ul. Czarnoleska 10, 26-600 Radom",377,439,541,736
7858,"Publiczna Szkoła Podstawowa Nr 19 im. Edmunda Bakalarza, ul. Energetyków 10, 26-600 Radom",72,521,179,807
7859,"Publiczna Szkoła Podstawowa Nr 19, im. Edmunda Bakalarza, ul. Energetyków 10, 26-600 Radom",469,514,757,891
7861,"Publiczna Szkoła Podstawowa Nr 2 Budynek B, ul. 1 Maja 151, 45-356 Opole",642,297,1000,603
7878,"Publiczna Szkoła Podstawowa Nr 2, ul. Aleja Legionów 21, 08-400 Garwolin",546,791,924,1457
7879,"Publiczna Szkoła Podstawowa Nr 2, ul. Melchiora Wańkowicza 13, 58-304 Wałbrzych",1332,631,1944,1184
7880,"Publiczna Szkoła Podstawowa Nr 2, ul. Piłsudskiego 22, 97-500 Radomsko",414,376,652,656
7881,"Publiczna Szkoła Podstawowa Nr 2, ul. Węgrowska 22, 08-300 Sokołów Podlaski",267,471,448,837
7882,"Publiczna Szkoła Podstawowa Nr 20 im. Obrońców Pokoju, ul. Malenicka 29, 26-600 Radom",275,511,468,945
7884,"Publiczna Szkoła Podstawowa Nr 20, ul. Grudzicka 48, 45-432 Opole",1142,377,1642,754
7885,"Publiczna Szkoła Podstawowa Nr 21 im. Ks. Jana Twardowskiego, ul. Trojańska 5, 26-600 Radom",567,778,895,1268
7887,"Publiczna Szkoła Podstawowa Nr 23 im. Stefana Żeromskiego, ul. Gajowa 60, 26-600 Radom",737,1012,1206,1729
7890,"Publiczna Szkoła Podstawowa Nr 24, ul. Wiktora Gorzołki 4, 45-627 Opole",461,209,807,524
7891,"Publiczna Szkoła Podstawowa Nr 25, ul. Starokrakowska 124/128, 26-600 Radom",332,576,560,1032
7893,"Publiczna Szkoła Podstawowa Nr 26 im. Jacka Malczewskiego, ul. Wośnicka 125, 26-600 Radom",502,443,808,758
7894,"Publiczna Szkoła Podstawowa Nr 26, ul. Groszowicka 12, 45-517 Opole",904,256,401,492
7898,"Publiczna Szkoła Podstawowa Nr 29 z Oddziałami Integracyjnymi im. Władysława Broniewskiego, ul. Ceglana 14, 26-600 Radom",316,442,501,739
7899,"Publiczna Szkoła Podstawowa Nr 29, ul. Szarych Szeregów 1, 45-284 Opole",991,441,1437,764
7903,"Publiczna Szkoła Podstawowa Nr 3 im. Jana Długosza wejście od strony ul. Sobieskiego, ul. Jana III Sobieskiego 12, 26-600 Radom",685,837,1019,1396
7908,"Publiczna Szkoła Podstawowa Nr 3 w Kozienicach, ul. Stanisława Konarskiego 4, 26-900 Kozienice",366,401,545,697
7910,"Publiczna Szkoła Podstawowa Nr 3, klasa nr 3, ul. Ignacego Krasickiego 25, 46-300 Olesno",403,173,378,637
7912,"Publiczna Szkoła Podstawowa Nr 3, ul. Legionów Piłsudskiego 23, 32-800 Brzesko",480,603,796,1084
7917,"Publiczna Szkoła Podstawowa Nr 3, ul. Repkowska 3, 08-300 Sokołów Podlaski",213,441,354,750
7919,"Publiczna Szkoła Podstawowa Nr 30 im. Królowej Jadwigi, ul. Piastowska 17, 26-600 Radom",883,992,1348,1694
7920,"Publiczna Szkoła Podstawowa Nr 30, ul. Nyska 1A, 45-940 Opole",891,240,404,530
7921,"Publiczna Szkoła Podstawowa Nr 31 im. Kardynała Stefana Wyszyńskiego, ul. Biała 6, 26-600 Radom",484,586,764,999
7922,"Publiczna Szkoła Podstawowa Nr 31, ul. Krzanowicka 1, 45-920 Opole",933,299,1477,642
7924,"Publiczna Szkoła Podstawowa Nr 33 im. Kawalerów Orderu Uśmiechu, ul. Oskara Kolberga 5, 26-600 Radom",707,633,1080,1039
7925,"Publiczna Szkoła Podstawowa Nr 33, ul. Joachima Lelewela 9, 45-856 Opole",874,385,1340,725
7928,"Publiczna Szkoła Podstawowa Nr 4 z Oddziałami Integracyjnymi im. św. Kazimierza Jagiellończyka, ul. Wyścigowa 49, 26-600 Radom",792,1212,1357,178
7929,"Publiczna Szkoła Podstawowa Nr 4 z klasami sportowymi im. Ireny Szewińskiej, ul. New Britain 1, 06-100 Pułtusk",257,307,386,592
7933,"Publiczna Szkoła Podstawowa Nr 4, ul. Kupientyńska 15, 08-300 Sokołów Podlaski",294,613,529,29
7934,"Publiczna Szkoła Podstawowa Nr 4, ul. Niezłomnych 1, 37-450 Stalowa Wola",254,404,428,711
7939,"Publiczna Szkoła Podstawowa Nr 5 im. Marii Dąbrowskiej, ul. gen. Józefa Sowińskiego 1, 26-600 Radom",761,630,1099,1156
7941,"Publiczna Szkoła Podstawowa Nr 5 w Boguszowie-Gorcach - Oddział Przedszkolny, ul. Władysława Broniewskiego 11, 58-371 Boguszów-Gorce",800,343,1232,652
7942,"Publiczna Szkoła Podstawowa Nr 5 w Pionkach, ul. Targowa 9, 26-670 Pionki",311,429,497,715
7943,"Publiczna Szkoła Podstawowa Nr 5 z Oddziałami Integracyjnymi, ul. Majora Hubala 2, 45-267 Opole",1206,491,1742,868
7944,"Publiczna Szkoła Podstawowa Nr 5, ul. Janusza Korczaka 10, 08-400 Garwolin",545,644,867,1118
7945,"Publiczna Szkoła Podstawowa Nr 5, ul. Narutowicza 207, 97-500 Radomsko",293,332,532,633
7951,"Publiczna Szkoła Podstawowa Nr 6 z Oddziałami Integracyjnymi im. Orła Białego, ul. Adama Rapackiego 24, 26-600 Radom",1033,722,1722,1409
7954,"Publiczna Szkoła Podstawowa Nr 6, ul. Świętej Jadwigi Królowej 20, 97-500 Radomsko",649,529,1038,897
7958,"Publiczna Szkoła Podstawowa Nr 7, ul. 11 Listopada 16, 97-500 Radomsko",365,404,583,706
7964,"Publiczna Szkoła Podstawowa Nr 9 im. Henryka Sienkiewicza, ul. Sandomierska 19, 26-600 Radom",619,496,891,872
7965,"Publiczna Szkoła Podstawowa Nr 9, ul. Cmentarna 7, 45-834 Opole",908,302,1425,618
7969,"Publiczna Szkoła Podstawowa Nr 9, ul. Rozwadowska 10, 37-450 Stalowa Wola",223,408,353,705
7979,"Publiczna Szkoła Podstawowa Specjalna Nr 67, ul. Stanisława Wojciechowskiego 50, 71-476 Szczecin",965,462,1404,739
7994,"Publiczna Szkoła Podstawowa im. Antoniego Hedy ""Szarego"" w Kunowie, ul. Fabryczna 1, 27-415 Kunów",348,487,543,787
7999,"Publiczna Szkoła Podstawowa im. Batalionu Zośka w Celestynowie, ul. Wrzosowa 42, 05-430 Celestynów",388,495,655,801
8000,"Publiczna Szkoła Podstawowa im. Batalionu Zośka w Celestynowie, ul. św. Kazimierza 55, 05-430 Celestynów",384,552,658,922
8001,"Publiczna Szkoła Podstawowa im. Biskupa Jana Chrapka w Majdowie, Majdów 30, 26-500 Szydłowiec",69,401,142,701
8010,"Publiczna Szkoła Podstawowa im. Henryka Sienkiewicza w Myśliszewicach, Myśliszewice 15, 26-630 Jedlnia-Letnisko",403,701,646,1249
8013,"Publiczna Szkoła Podstawowa im. Henryka Sienkiewicza, ul. Kościuszki 17, 08-460 Sobolew",172,507,283,856
8020,"Publiczna Szkoła Podstawowa im. Jana Kochanowskiego, Zakrzew 58D, 26-652 Zakrzew",92,603,205,1084
8026,"Publiczna Szkoła Podstawowa im. Jana Pawła II w Pysznicy, ul. Sportowa 1, 37-403 Pysznica",78,346,154,633
8032,"Publiczna Szkoła Podstawowa im. Janusza Korczaka w Suchej, Sucha ul. Szlachecka 88A, 26-800 Białobrzegi",191,498,344,817
8040,"Publiczna Szkoła Podstawowa im. Kardynała Stefana Wyszyńskiego w Obrytem, Obryte 114, 07-215 Obryte",75,383,169,663
8043,"Publiczna Szkoła Podstawowa im. Kazimierza Brodzińskiego w Wojakowej, Wojakowa 49, 32-862 Porąbka Iwkowska",52,543,107,888
8045,"Publiczna Szkoła Podstawowa im. Kornela Makuszyńskiego w Natolinie, Natolin 59, 26-613 Radom 15",222,529,410,916
8059,"Publiczna Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego w Jedlni-Letnisko, ul. Słoneczna 5, 26-630 Jedlnia-Letnisko",192,502,379,955
8074,"Publiczna Szkoła Podstawowa im. Powstańców Śląskich, ul. Oleska 10, 46-048 Zębowice",190,105,349,386
8084,"Publiczna Szkoła Podstawowa im. Teresy Grodzińskiej, Bielicha ul. Przytycka 184, 26-600 Radom",283,579,429,953
8092,"Publiczna Szkoła Podstawowa im. gen. Marcina Kątskiego w Kątach, Kąty 21, 32-862 Porąbka Iwkowska",79,560,166,925
8099,"Publiczna Szkoła Podstawowa im. Św. Urszuli Ledóchowskiej w Tymowej, Tymowa 376, 32-863 Tymowa",95,383,175,758
8102,"Publiczna Szkoła Podstawowa im. św. Jana Pawła II w Iwkowej, Iwkowa 525, 32-861 Iwkowa",94,505,165,798
8103,"Publiczna Szkoła Podstawowa im. św. Jana Pawła II w Rajbrocie, Rajbrot 362, 32-725 Rajbrot",69,658,116,100
8114,"Publiczna Szkoła Podstawowa nr 19, ul. Mieszka I 4, 47-232 Kędzierzyn-Koźle",959,554,1385,949
8116,"Publiczna Szkoła Podstawowa nr 2 (stołówka), ul. Aleja Młodych 1, 55-220 Jelcz-Laskowice",530,382,840,729
8126,"Publiczna Szkoła Podstawowa nr 3 z oddziałami integracyjnymi, ul. Aleja Tysiąclecia 14, 06-100 Pułtusk",450,482,766,933
8129,"Publiczna Szkoła Podstawowa nr 3, ul. Brzegowa 1, 58-150 Strzegom",387,321,580,606
8136,"Publiczna Szkoła Podstawowa nr 4, ul. Kombatantów Polskich 6, 78-300 Świdwin",940,431,1266,831
8165,"Publiczna Szkoła Podstawowa w Bierwcach, Bierwce 48, 26-660 Jedlińsk",71,459,149,793
8169,"Publiczna Szkoła Podstawowa w Bobowie, ul. Gdańska 81, 83-212 Bobowo",144,239,250,526
8182,"Publiczna Szkoła Podstawowa w Brzeźnicy, ul. Szkolna 1/2, 39-207 Brzeźnica",131,249,227,539
8183,"Publiczna Szkoła Podstawowa w Brzózie, Brzóza ul. Aleja Lipowa 4, 26-903 Głowaczów",143,514,231,893
8199,"Publiczna Szkoła Podstawowa w Chynowie, ul. Szkolna 1, 05-650 Chynów",262,540,495,871
8201,"Publiczna Szkoła Podstawowa w Ciepielowie, pl. Zwycięstwa 37, 27-310 Ciepielów",125,461,218,827
8205,"Publiczna Szkoła Podstawowa w Czarnej, Czarna Wieś 5, 26-670 Pionki",99,408,205,704
8207,"Publiczna Szkoła Podstawowa w Czchowie, ul. Szkolna 2, 32-860 Czchów",189,533,370,876
8211,"Publiczna Szkoła Podstawowa w Dobrej, ul. Poziomkowa 5, 72-003 Dobra",1372,367,1067,757
8212,"Publiczna Szkoła Podstawowa w Dobrkowie, Dobrków 68a, 39-220 Pilzno",66,447,133,782
8215,"Publiczna Szkoła Podstawowa w Dołujach, ul. Daniela 18, 72-002 Dołuje",783,251,358,605
8217,"Publiczna Szkoła Podstawowa w Drwalewie, Drwalew ul. Szkolna 4, 05-651 Chynów",204,320,334,601
8226,"Publiczna Szkoła Podstawowa w Gidlach, ul. Szkolna 7, 97-540 Gidle",285,479,533,859
8237,"Publiczna Szkoła Podstawowa w Gumniskach, Gumniska 120, 39-208 Gumniska",77,593,157,954
8239,"Publiczna Szkoła Podstawowa w Górznie, ul. Długa 6, 08-404 Górzno",92,550,200,984
8241,"Publiczna Szkoła Podstawowa w Głowaczowie, ul. Warecka 10, 26-903 Głowaczów",124,418,231,710
8247,"Publiczna Szkoła Podstawowa w Iwaniskach, ul. Opatowska 26, 27-570 Iwaniska",156,596,274,931
8254,"Publiczna Szkoła Podstawowa w Jastrzębiu, ul. Kościuszki 51 B, 26-502 Jastrząb",109,477,203,822
8257,"Publiczna Szkoła Podstawowa w Jedlance, Jedlanka ul. Główna 29, 26-660 Jedlińsk",53,300,130,595
8276,"Publiczna Szkoła Podstawowa w Kodrębie, ul. Leśna 2, 97-512 Kodrąb",118,339,210,625
8285,"Publiczna Szkoła Podstawowa w Kowali-Stępocinie, ul. Marii Walewskiej 6, 26-624 Kowala-Stępocina",283,764,496,1429
8292,"Publiczna Szkoła Podstawowa w Krzeczowie, Krzeczów ul. Szkolna 2, 32-700 Bochnia",133,384,237,677
8308,"Publiczna Szkoła Podstawowa w Lipinach, Lipiny 1, 39-220 Pilzno",48,442,100,757
8315,"Publiczna Szkoła Podstawowa w Lubichowie, ul. Księdza Lorenza 8, 83-240 Lubichowo",300,303,539,652
8319,"Publiczna Szkoła Podstawowa w Maciejowicach (sala gimnastyczna), ul. Tadeusza Kościuszki 19, 08-480 Maciejowice",74,436,148,734
8322,"Publiczna Szkoła Podstawowa w Makowcu, Makowiec ul. Kościelna 2, 26-640 Skaryszew",183,665,340,126
8326,"Publiczna Szkoła Podstawowa w Mazowszanach, Mazowszany ul. Wierzbicka 247, 26-624 Kowala-Stępocina",199,475,377,882
8328,"Publiczna Szkoła Podstawowa w Małęczynie, Małęczyn ul. Szkolna 64, 26-634 Gózd",182,608,332,110
8338,"Publiczna Szkoła Podstawowa w Mogielnicy, ul. Przylesie 10, 05-640 Mogielnica",150,431,254,748
8364,"Publiczna Szkoła Podstawowa w Orońsku, ul. Szkolna 3, 26-505 Orońsko",144,407,299,715
8371,"Publiczna Szkoła Podstawowa w Parznicach, Parznice 53, 26-624 Kowala-Stępocina",119,413,216,779
8372,"Publiczna Szkoła Podstawowa w Paszczynie, Paszczyna 241, 39-207 Brzeźnica",99,307,154,629
8375,"Publiczna Szkoła Podstawowa w Pilawie, ul. Leśna 6, 08-440 Pilawa",260,718,504,1243
8387,"Publiczna Szkoła Podstawowa w Potoku Wielkim, Potok Wielki 104, 23-313 Potok Wielki",61,330,127,617
8404,"Publiczna Szkoła Podstawowa w Rzepinie, Rzepin Drugi 154, 27-225 Pawłów",109,464,177,800
8414,"Publiczna Szkoła Podstawowa w Skaryszewie, ul. Bolesława Prusa 5, 26-640 Skaryszew",138,526,289,920
8433,"Publiczna Szkoła Podstawowa w Stromcu, ul. Radomska 27, 26-804 Stromiec",124,470,237,808
8434,"Publiczna Szkoła Podstawowa w Strzałkowie, Strzałków ul. Kolumba 2, 97-500 Radomsko",221,307,424,606
8444,"Publiczna Szkoła Podstawowa w Sułkowicach, Sułkowice ul. Ogrodowa 38A, 05-650 Chynów",340,395,603,695
