id_first,address,Nawrocki_first,Trzaskowski_first,id_second,Nawrocki_second,Trzaskowski_second
1414270,"Szkoła Podstawowa im. mjra pil. Jerzego Iszkowskiego, ul. św. Floriana 20, 33-312 Tęgoborze",765,123,1477851,576,63
1414271,"Szkoła Podstawowa im. mjra pil. Jerzego Iszkowskiego, ul. św. Floriana 20, 33-312 Tęgoborze",387,31,1477850,203,253
1414310,"Szkoła Podstawowa, Brzezna 447, 33-386 Podegrodzie",784,140,1477891,254,278
1414328,"Szkoła Podstawowa Nr 1, ul. Mickiewicza 59, 33-340 Stary Sącz",725,288,1477909,136,461
1414330,"Szkoła Podstawowa, Gołkowice Górne 65, 33-388 Gołkowice Dolne",631,131,1477911,77,212
1414332,"Szkoła Podstawowa, ul. Mariana Cyconia 3, 33-342 Barcice",734,208,1477913,127,319
1414332,"Szkoła Podstawowa, ul. Mariana Cyconia 3, 33-342 Barcice",734,208,1477918,191,12
1414337,"Szkoła Podstawowa, ul. Mariana Cyconia 3, 33-342 Barcice",151,0,1477913,127,319
1414391,"Gminna Hala Sportowo – Widowiskowa, ul. Szkolna 2, 34-436 Maniowy",338,121,1477973,219,87
1414398,"Szkoła Podstawowa Nr 1, ul. Piusa Jabłońskiego 4, 34-480 Jabłonka",688,97,1477982,241,211
1414398,"Szkoła Podstawowa Nr 1, ul. Piusa Jabłońskiego 4, 34-480 Jabłonka",688,97,1477983,659,201
1414399,"Szkoła Podstawowa Nr 1, ul. Piusa Jabłońskiego 4, 34-480 Jabłonka",335,124,1477982,241,211
1414400,"Szkoła Podstawowa Nr 2, Lipnica Mała 346, 34-482 Lipnica Mała",607,57,1477984,134,126
1414400,"Szkoła Podstawowa Nr 2, Lipnica Mała 346, 34-482 Lipnica Mała",607,57,1477990,581,33
1414402,"Remiza OSP, Podwilk 289A, 34-722 Podwilk",717,52,1477986,203,113
1414406,"Szkoła Podstawowa Nr 2, Lipnica Mała 346, 34-482 Lipnica Mała",344,22,1477984,134,126
1414450,"Szkoła Podstawowa im. Jana Pawła II w Ochotnicy Dolnej – Centrum, Ochotnica Dolna 105, 34-452 Ochotnica Dolna",698,111,1478034,84,185
1414452,"Budynek Wiejskiego Ośrodka Kultury, os. Osiedle Kozielce 297, 34-451 Tylmanowa",870,149,1478036,375,280
1414460,"Szkoła Podstawowa Nr 1, Skawa 584A, 34-713 Skawa",591,172,1478044,71,290
1414572,"Zespół Szkolno-Przedszkolny w Wolbromiu, os. Władysława Łokietka 10, 32-340 Wolbrom",330,246,1478169,320,253
1414770,"Szkoła Podstawowa, ul. Kolejowa 7, 34-240 Jordanów",318,157,1478378,177,147
1414771,"Szkoła Podstawowa, ul. Kolejowa 7, 34-240 Jordanów",264,124,1478378,177,147
1414781,"Szkoła Podstawowa Nr 1, Budzów 553, 34-211 Budzów",558,226,1478387,39,410
1414790,"Zespół Szkolno – Przedszkolny, Łętownia 286, 34-242 Łętownia",702,162,1478396,233,314
1414801,"Szkoła Podstawowa, Juszczyn 268, 34-231 Juszczyn",686,117,1478408,139,181
1414809,"Zespół Szkoły i Schroniska Młodzieżowego, Stryszawa 400A, 34-205 Stryszawa",666,225,1478419,86,360
1414848,"Gminne Przedszkole, ul. Stefana Jaracza 1, 33-140 Lisia Góra",502,128,1478469,371,205
1414865,"Szkoła Podstawowa w Pleśnej, Pleśna 228, 33-171 Pleśna",260,133,1478476,255,120
1414895,"Remiza Ochotniczej Straży Pożarnej w Olszynach, Olszyny 552, 33-164 Olszyny",700,65,1478505,110,127
1414918,"Szkoła Podstawowa, Zbylitowska Góra ul. św. Floriana 1, 33-113 Zgłobice",664,322,1478528,76,563
1414993,"Budynek KOS Łęg Tarnowski, ul. Witosa 187A, 33-131 Łęg Tarnowski",624,203,1478609,51,369
1415009,"Dom Kultury w Ołpinach, Ołpiny 86, 38-247 Ołpiny",615,87,1478627,25,171
1415031,"Szkoła Podstawowa Nr 5, ul. Nowotarska 42, 34-500 Zakopane",359,267,1478638,344,378
1415042,"Szkoła Podstawowa, ul. Środkowa 184, 34-405 Białka Tatrzańska",583,169,1478665,21,435
1415059,"Zespół Szkolno – Przedszkolny, ul. św. Anny 1/3, 34-521 Ząb",512,119,1478682,26,192
1415105,"Zespół Szkół nr 3 w Przytkowicach, Przytkowice 542, 34-141 Przytkowice",541,228,1478729,38,451
1415131,"Zespół Szkolno-Przedszkolny w Stroniu, Stronie 67, 34-145 Stronie",231,99,1478757,142,30
1415155,"Zespół Szkół Publicznych w Kleczy Dolnej, Klecza Dolna ul. Krakowska 234, 34-124 Klecza Górna",439,322,1478781,307,150
1415222,"Zespół Szkół im. Ojca Świętego Jana Pawła II w Niepołomicach, pl. Plac Kazimierza Wielkiego 1, 32-005 Niepołomice",347,470,1478868,315,328
1415347,"Szkoła Podstawowa Nr 95, ul. Wileńska 9b, 31-413 Kraków",266,452,1478934,251,576
1415356,"Zespół Szkolno-Przedszkolny Nr 16, ul. Józefa Mackiewicza 15, 31-214 Kraków",248,494,1478989,220,566
1415360,"Zespół Szkolno-Przedszkolny Nr 16, ul. Józefa Mackiewicza 15, 31-214 Kraków",308,480,1478989,220,566
1415374,"Zespół Szkolno-Przedszkolny Nr 14, ul. Stawowa 179, 31-346 Kraków",328,677,1479006,132,540
1415375,"Zespół Szkolno-Przedszkolny Nr 14, ul. Stawowa 179, 31-346 Kraków",218,550,1479006,132,540
1415445,"Zespół Szkolno-Przedszkolny Nr 7, ul. Skotnicka 86, 30-394 Kraków",268,541,1479078,252,582
1415711,"Szkoła Podstawowa Nr 20 z Oddziałami Integracyjnymi, ul. Nadbrzeżna 77, 33-300 Nowy Sącz",459,317,1479388,317,208
1415722,"Szkoła Podstawowa Nr 15, ul. 29 Listopada 22, 33-300 Nowy Sącz",391,219,1479397,354,230
1415725,"Państwowa Szkoła Muzyczna I i II stopnia im. F. Chopina, ul. Nawojowska 213, 33-300 Nowy Sącz",664,326,1479401,75,499
1415732,"Szkoła Podstawowa Nr 9, ul. Grzegorza Piramowicza 16, 33-300 Nowy Sącz",475,246,1479409,426,331
1415734,"Szkoła Podstawowa Nr 9, ul. Grzegorza Piramowicza 16, 33-300 Nowy Sącz",486,195,1479409,426,331
1415736,"Szkoła Podstawowa Nr 17, ul. Mała Poręba 57, 33-300 Nowy Sącz",742,280,1479412,212,450
1415769,"Przedszkole Publiczne Nr 18 z Oddziałami Integracyjnymi, ul. Westerplatte Nr 10, 33-100 Tarnów",284,274,1479452,242,276
1415787,"Szkoła Podstawowa Nr 2 im. St. Konarskiego, ul. Szewska Nr 7, 33-100 Tarnów",276,350,1479468,201,192
1416088,"Siedziba Instytucji Gminnych, ul. Wólczyńska 75, 09-540 Sanniki",210,80,1479795,201,104
1416246,"Publiczna Szkoła Podstawowa im. Królowej Jadwigi, ul. Hanki Lewandowicz 2, 26-930 Garbatka-Letnisko",337,162,1479963,210,54
1416295,"Szkoła Podstawowa w Magnuszewie, ul. Bohaterów Września 10, 26-910 Magnuszew",285,105,1480012,193,467
1416296,"Szkoła Podstawowa w Magnuszewie, ul. Bohaterów Września 10, 26-910 Magnuszew",262,68,1480012,193,467
1416345,"Szkoła Podstawowa im. Bronisława Tokaja w Nieporęcie, ul. Dworcowa 9, 05-126 Nieporęt",296,262,1480063,291,267
1416347,"Szkoła Podstawowa im. Bohaterów Bitwy Warszawskiej 1920 r. w Stanisławowie Pierwszym, Stanisławów Pierwszy ul. Jana Kazimierza 291, 05-126 Nieporęt",213,380,1480061,186,404
1416349,"Szkoła Podstawowa im. Wandy Chotomskiej w Józefowie, Józefów ul. Szkolna 62, 05-119 Legionowo",216,359,1480070,201,549
1416361,"Zespół Szkolno-Przedszkolny, Wola Kiełpińska 1, 05-140 Serock",571,745,1480080,77,281
1416361,"Zespół Szkolno-Przedszkolny, Wola Kiełpińska 1, 05-140 Serock",571,745,1480081,58,764
1416362,"Zespół Szkolno-Przedszkolny, Wola Kiełpińska 1, 05-140 Serock",594,424,1480080,77,281
1416362,"Zespół Szkolno-Przedszkolny, Wola Kiełpińska 1, 05-140 Serock",594,424,1480081,58,764
1416566,"Zespół Szkolno-Przedszkolny w Halinowie, ul. Okuniewska 115, 05-074 Halinów",415,458,1480292,401,394
1416623,"Szkoła Podstawowa w Stanisławowie, ul. Szkolna 4A, 05-304 Stanisławów",432,197,1480357,321,98
1416623,"Szkoła Podstawowa w Stanisławowie, ul. Szkolna 4A, 05-304 Stanisławów",432,197,1480358,246,68
1416632,"Szkoła Podstawowa nr 1 im. Pierwszego Marszałka Polski Józefa Piłsudskiego, ul. Idzikowskiego 2a, 05-070 Sulejówek",540,860,1480363,107,415
1416632,"Szkoła Podstawowa nr 1 im. Pierwszego Marszałka Polski Józefa Piłsudskiego, ul. Idzikowskiego 2a, 05-070 Sulejówek",540,860,1480364,445,466
1416633,"Szkoła Podstawowa nr 1 im. Pierwszego Marszałka Polski Józefa Piłsudskiego, ul. Idzikowskiego 2a, 05-070 Sulejówek",251,298,1480363,107,415
1416637,"Szkoła Podstawowa nr 4 im. Janusza Korczaka, ul. Narutowicza 10, 05-071 Sulejówek",476,518,1480369,387,361
1416789,"Budynek Szkoły Podstawowej (sala lekcyjna), ul. Kościuszki 13, 07-420 Kadzidło",153,63,1480531,148,19
1416791,"Budynek Szkoły Podstawowej (sala lekcyjna), ul. Kościuszki 13, 07-420 Kadzidło",222,74,1480528,216,78
1416791,"Budynek Szkoły Podstawowej (sala lekcyjna), ul. Kościuszki 13, 07-420 Kadzidło",222,74,1480531,148,19
1416879,"Szkoła Podstawowa Nr 2 im. Papieża Jana Pawła II, ul. gen. Stefana Grota-Roweckiego 6, 07-300 Ostrów Mazowiecka",368,250,1480617,205,338
1416922,"Publiczna Szkoła Podstawowa im. płk. Dyplomowanego Ludwika Bociańskiego, ul. Mazowiecka 81, 07-310 Komorowo",206,101,1480663,125,48
1416967,"Szkoła Podstawowa Nr 1, ul. Mickiewicza 11, 05-420 Józefów",438,514,1480709,295,475
1417055,"Pawilon Kultury, ul. Lubelska 53, 05-462 Wiązowna",122,145,1480804,116,183
1417067,"Szkoła Podstawowa w Gliniance, ul. Napoleońska 1, 05-408 Glinianka",191,83,1480815,185,131
1417067,"Szkoła Podstawowa w Gliniance, ul. Napoleońska 1, 05-408 Glinianka",191,83,1480817,137,84
1417116,"Szkoła Podstawowa, ul. Księdza Kanonika Henryka Słojewskiego 1, 05-552 Łazy",483,775,1480876,342,708
1417119,"Szkoła Podstawowa, ul. Marii Świątkiewicz 2A, 05-552 Mroków",371,556,1480880,255,349
1417126,"Szkoła Podstawowa nr 5, ul. Szkolna 14, 05-500 Piaseczno",359,438,1480889,340,503
1417163,"Szkoła Podstawowa w Złotokłosie, ul. Traugutta 10, 05-504 Złotokłos",310,708,1480923,173,141
1417189,"Budynek po Szkole Podstawowej w Bielsku, ul. Drobińska 19, 09-230 Bielsk",554,319,1480954,492,118
1417198,"Zespół Placówek Oświatowych w Nowym Miszewie, Nowe Miszewo ul. Szkolna 2, 09-470 Bodzanów",150,106,1480965,120,58
1417261,"Szkoła Podstawowa w Soczewce, ul. im. ks. Pawła Kwiatkowskiego 1, 09-506 Soczewka",207,93,1481029,182,144
1417493,"Szkoła Podstawowa nr 3, ul. Orlika 48, 06-300 Przasnysz",338,271,1481273,270,145
1417631,"Zespół Szkół Nr 2 z oddziałami integracyjnymi, ul. Polna 7, 06-100 Pułtusk",357,280,1481414,251,232
1417631,"Zespół Szkół Nr 2 z oddziałami integracyjnymi, ul. Polna 7, 06-100 Pułtusk",357,280,1481420,297,240
1417634,"Publiczna Szkoła Podstawowa Nr 4 z klasami sportowymi im. Ireny Szewińskiej, ul. New Britain 1, 06-100 Pułtusk",232,146,1481424,167,157
1417642,"Specjalny Ośrodek Szkolno-Wychowawczy, ul. Aleja Tysiąclecia 12, 06-100 Pułtusk",257,251,1481426,229,282
1417681,"Publiczna Szkoła Podstawowa w Małęczynie, Małęczyn ul. Szkolna 64, 26-634 Gózd",608,182,1481473,110,332
1417717,"Dom Strażaka w Wielogórze, Wielogóra ul. Kwiatowa 1, 26-660 Jedlińsk",606,237,1481510,76,418
1417739,"Zespół Szkolno-Przedszkolny w Jedlni, Jedlnia 93, 26-670 Pionki",676,178,1481532,99,318
1417749,"Samorządowe Przedszkole w Skaryszewie, ul. Wojska Polskiego 5, 26-640 Skaryszew",624,197,1481543,39,340
1417751,"Publiczna Szkoła Podstawowa w Makowcu, Makowiec ul. Kościelna 2, 26-640 Skaryszew",665,183,1481545,126,340
1417826,"Zespół Oświatowy w Stoku Lackim, Stok Lacki ul. Siedlecka 135, 08-110 Siedlce",609,262,1481620,201,468
1417831,"Zespół Oświatowo-Wychowawczy w Strzale, Chodów ul. Sokołowska 1, 08-119 Siedlce",620,230,1481625,110,444
1417853,"Urząd Gminy w Suchożebrach, ul. Aleksandry Ogińskiej 11, 08-125 Suchożebry",543,125,1481647,65,256
1417865,"Zespół Szkół w Wodyniach, ul. Siedlecka 7, 08-117 Wodynie",223,34,1481660,209,27
1417867,"Zespół Szkół w Seroczynie, ul. Siedlecka 11, 08-116 Seroczyn",315,49,1481662,148,10
1417873,"Szkoła Podstawowa w Zbuczynie, ul. Jana Pawła II 3, 08-106 Zbuczyn",471,129,1481668,420,38
1417988,"Szkoła Podstawowa w Kątach, Kąty 74B, 96-500 Sochaczew",359,247,1481791,347,358
1417995,"Szkoła Podstawowa w Teresinie, ul. Aleja XX-lecia 2, 96-515 Teresin",292,230,1481796,260,147
1418004,"Publiczna Szkoła Podstawowa Nr 4, ul. Kupientyńska 15, 08-300 Sokołów Podlaski",613,294,1481804,29,529
1418155,"Szkoła Podstawowa im. Henryka Sienkiewicza, ul. Polna 40, 05-082 Stare Babice",406,799,1481957,366,724
1418155,"Szkoła Podstawowa im. Henryka Sienkiewicza, ul. Polna 40, 05-082 Stare Babice",406,799,1481964,326,740
1418164,"Szkoła Podstawowa Nr 1, ul. Karola Szamoty 35, 07-100 Węgrów",498,365,1481967,31,659
1418190,"Szkoła Podstawowa w Ostrówku, ul. Szkolna 2, 07-132 Ostrówek",392,144,1481993,288,54
1418198,"Szkoła Podstawowa Nr 3 w Łochowie, ul. 1 Maja 47, 07-130 Łochów",376,189,1482004,373,195
1418222,"Zespół Oświatowy w Stoczku, ul. Armii Krajowej 1, 07-104 Stoczek",318,119,1482026,277,60
1418253,"Szkoła Podstawowa Nr 4, ul. Wspólna 40, 05-270 Marki",400,456,1482057,383,516
1418266,"Szkoła Podstawowa Nr 2, ul. Stefana Batorego 11, 05-091 Ząbki",600,459,1482072,67,795
1418267,"Szkoła Podstawowa Nr 1, ul. Józefa Piłsudskiego 35, 05-091 Ząbki",617,486,1482073,110,961
1418332,"Szkoła Podstawowa nr 1 w Radzyminie, wejście od ul. 11go Listopada, ul. 11 Listopada 2, 05-250 Radzymin",508,436,1482142,46,828
1418333,"Szkoła Podstawowa Nr 2 w Radzyminie, ul. Marii Konopnickiej 24, 05-250 Radzymin",556,525,1482143,146,932
1418336,"Szkoła Podstawowa Nr 1 w Radzyminie, wejście od ul. Batorego, ul. 11 Listopada 2, 05-250 Radzymin",683,221,1482146,141,428
1418338,"Szkoła Podstawowa im. Armii Krajowej, ul. Mazowiecka 40, 05-255 Stare Załubice",710,401,1482148,199,744
1418340,"Szkoła Podstawowa Nr 1 w Słupnie, Słupno al. Aleja Jana Pawła II 14, 05-250 Radzymin",560,432,1482150,52,741
1418347,"Przedszkole Samorządowe ""Baśniowa Kraina"", ul. Adama Mickiewicza 7, 05-240 Tłuszcz",311,230,1482160,262,141
1418366,"Szkoła Podstawowa, Duczki ul. Szosa Jadowska 37, 05-200 Wołomin",555,260,1482179,481,239
1418377,"Szkoła Podstawowa Nr 2, ul. Aleja Armii Krajowej 81, 05-200 Wołomin",416,351,1482190,20,797
1418378,"Szkoła Podstawowa Nr 2, ul. Aleja Armii Krajowej 81, 05-200 Wołomin",569,425,1482190,20,797
1418404,"Urząd Gminy w Długosiodle, ul. Tadeusza Kościuszki 2, 07-210 Długosiodło",575,266,1482218,22,401
1418490,"Publiczna Szkoła Podstawowa w Zwoleniu, ul. Ludowa 35, 26-700 Zwoleń",603,344,1482306,27,554
1418509,"Zespół Szkół w Lubowidzu, ul. Jana Pawła II 46A, 09-304 Lubowidz",352,228,1482327,325,126
1418525,"Szkoła Podstawowa Nr 1 w Żurominie, ul. Wyzwolenia 12, 09-300 Żuromin",274,312,1482349,132,62
1418578,"Zespół Szkolno-Przedszkolny w Bartnikach, Bartniki ul. Miodowa 47, 96-332 Radziwiłłów",410,219,1482401,352,199
1418628,"Szkoła Podstawowa nr 17 im. Tadeusza Kościuszki, ul. Miodowa 18, 09-400 Płock",261,276,1482458,234,187
1418687,"Miejskie Przedszkole nr 19, ul. Juliusza Słowackiego 27, 09-400 Płock",290,153,1482450,254,154
1418692,"Publiczna Szkoła Podstawowa Nr 7 im. Kazimierza Pułaskiego, ul. Aleksandra Tybla 7/11, 26-600 Radom",197,230,1482526,185,189
1418734,"Publiczna Szkoła Podstawowa Nr 31 im. Kardynała Stefana Wyszyńskiego, ul. Biała 6, 26-600 Radom",412,303,1482564,282,275
1418736,"Publiczna Szkoła Podstawowa Nr 4 z Oddziałami Integracyjnymi im. św. Kazimierza Jagiellończyka, ul. Wyścigowa 49, 26-600 Radom",555,495,1482567,65,826
1418736,"Publiczna Szkoła Podstawowa Nr 4 z Oddziałami Integracyjnymi im. św. Kazimierza Jagiellończyka, ul. Wyścigowa 49, 26-600 Radom",555,495,1482569,113,531
1418737,"Dom Kultury ""Idalin"", ul. Bluszczowa 4/8, 26-600 Radom",520,274,1482627,377,214
1418738,"Publiczna Szkoła Podstawowa Nr 4 z Oddziałami Integracyjnymi im. św. Kazimierza Jagiellończyka, ul. Wyścigowa 49, 26-600 Radom",657,297,1482567,65,826
1418738,"Publiczna Szkoła Podstawowa Nr 4 z Oddziałami Integracyjnymi im. św. Kazimierza Jagiellończyka, ul. Wyścigowa 49, 26-600 Radom",657,297,1482569,113,531
1418778,"Publiczna Szkoła Podstawowa Nr 15 im. Władysława Syrokomli, ul. Kielecka 2/6, 26-600 Radom",515,463,1482605,510,271
1418839,"Szkoła Podstawowa Nr 357, ul. Zachodzącego Słońca 25, 01-495 Warszawa",246,193,1482679,196,721
1418839,"Szkoła Podstawowa Nr 357, ul. Zachodzącego Słońca 25, 01-495 Warszawa",246,193,1482682,227,873
1418840,"Szkoła Podstawowa Nr 357, ul. Zachodzącego Słońca 25, 01-495 Warszawa",236,144,1482679,196,721
1418840,"Szkoła Podstawowa Nr 357, ul. Zachodzącego Słońca 25, 01-495 Warszawa",236,144,1482682,227,873
1418847,"Szkoła Podstawowa Nr 364, ul. Michała Elwira Andriollego 1, 01-494 Warszawa",413,839,1482727,391,847
1418850,"Szkoła Podstawowa Nr 341, ul. Oławska 3, 01-494 Warszawa",341,704,1482718,293,863
1418868,"Szkoła Podstawowa Nr 350, ul. Karola Irzykowskiego 1A, 01-317 Warszawa",326,720,1482711,256,562
1418869,"Szkoła Podstawowa Nr 350, ul. Karola Irzykowskiego 1A, 01-317 Warszawa",339,700,1482711,256,562
1418880,"Szkoła Podstawowa Nr 363, ul. Rozłogi 10, 01-310 Warszawa",420,920,1482722,320,693
1418970,"Szkoła Podstawowa nr 352, ul. Josepha Conrada 6, 01-922 Warszawa",360,583,1482822,317,585
1419033,"Szkoła Podstawowa Nr 205 im. Żołnierzy Powstania Warszawskiego, ul. Spartańska 4, 02-637 Warszawa",145,656,1482883,136,774
1419072,"CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego, ul. Wojciecha Żywnego 25, 02-701 Warszawa",235,572,1482862,113,397
1419108,"Centrum Kształcenia Ustawicznego Nr 2, ul. Szczęśliwicka 50/54, 02-353 Warszawa",260,639,1482966,224,919
1419185,"XXXV Liceum Ogólnokształcące im. Bolesława Prusa, ul. Zwycięzców 7/9, 03-936 Warszawa",281,770,1483047,173,617
1419193,"Szkoła Podstawowa nr 397, ul. Afrykańska 11, 03-966 Warszawa",300,682,1483061,297,115
1419211,"Szkoła Podstawowa nr 312, ul. Władysława Umińskiego 11, 03-982 Warszawa",314,466,1483078,306,801
1419215,"Biblioteka Publiczna im. Zygmunta Jana Rumla, ul. Janusza Meissnera 5, 03-982 Warszawa",299,494,1483082,219,746
1419303,"Szkoła Podstawowa Nr 52 im. Macieja Aleksego Dawidowskiego ""Alka"", ul. Samarytanka 11A, 03-592 Warszawa",363,574,1483227,358,742
1419321,"Szkoła Podstawowa Nr 298 im. Jana Kasprowicza, ul. Krakusa 2, 03-390 Warszawa",463,559,1483207,206,360
1419393,"Szkoła Podstawowa nr 319, ul. Związku Walki Młodych 10, 02-786 Warszawa",235,619,1483280,182,458
1419608,"Szkoła Podstawowa nr 65, ul. Mścisławska 1, 01-647 Warszawa",363,899,1483510,340,268
1420087,"Zespół Szkół i Placówek Oświatowych im. Emila Godlewskiego, ul. Marii Rodziewiczówny 1, 48-303 Nysa",379,533,1484543,332,471
1420158,"Szkoła Podstawowa w Chróścinie, Chróścina ul. Szkolna 1, 48-320 Skoroszyce",121,98,1484619,119,116
1420207,"I Liceum Ogólnokształcące im. Powstańców Śląskich, ul. Kaliska 38, 46-320 Praszka",149,162,1484678,105,57
1420270,"Publiczna Szkoła Podstawowa, ul. Wolności 22, 46-030 Murów",101,181,1484732,95,132
1420542,"Przedszkole Publiczne Nr 4, ul. Bielska 23, 45-401 Opole",261,597,1485022,175,615
1420651,"Gminny Ośrodek Pomocy Społecznej w Jasienicy Rosielnej, Jasienica Rosielna 240, 36-220 Jasienica Rosielna",652,109,1485147,28,183
1420687,"Szkoła Podstawowa Nr 8, ul. Wielopolska 162, 39-200 Dębica",658,246,1485183,197,435
1420751,"Publiczna Szkoła Podstawowa w Pilźnie, ul. Adama Mickiewicza 1, 39-220 Pilzno",643,140,1485250,50,253
1420752,"Publiczna Szkoła Podstawowa w Pilźnie, ul. Adama Mickiewicza 1, 39-220 Pilzno",611,229,1485250,50,253
1420755,"Publiczna Szkoła Podstawowa w Dobrkowie, Dobrków 68a, 39-220 Pilzno",363,55,1485255,148,28
1420847,"Centrum Kultury, Sportu i Turystyki w Pruchniku, ul. Księdza Bronisława Markiewicza 20, 37-560 Pruchnik",594,139,1485351,35,244
1420893,"Dom Kultury w Szówsku, Szówsko ul. Sportowa 5, 37-522 Wiązownica",675,136,1485398,115,263
1420913,"Zespół Szkół Technicznych w Jaśle, ul. Stanisława Staszica 30, 38-200 Jasło",309,295,1485420,218,175
1420913,"Zespół Szkół Technicznych w Jaśle, ul. Stanisława Staszica 30, 38-200 Jasło",309,295,1485424,253,150
1420914,"Szkoła Podstawowa Nr 4 w Jaśle, ul. Wincentego Pola 9, 38-200 Jasło",302,302,1485423,279,203
1420917,"Szkoła Podstawowa Nr 4 w Jaśle, ul. Wincentego Pola 9, 38-200 Jasło",289,187,1485423,279,203
1421051,"Gminny Ośrodek Kultury w Majdanie Królewskim, ul. Rzeszowska 8, 36-110 Majdan Królewski",664,148,1485561,38,283
1421112,"Sala widowiskowa ""Wczasowicz"" w Iwoniczu-Zdroju, pl. Józefa Dietla 2, 38-440 Iwonicz-Zdrój",566,467,1485623,70,742
1421192,"Szkoła Podstawowa Nr 3 im. Stefana Wyszyńskiego, ul. 11 Listopada 8, 37-300 Leżajsk",417,151,1485711,381,165
1421217,"Szkoła Podstawowa w Hucisku, Hucisko 153, 37-311 Wola Zarczycka",257,18,1485737,148,25
1421226,"Zespół Szkół w Nowej Sarzynie, ul. Komisji Edukacji Narodowej 5, 37-310 Nowa Sarzyna",390,199,1485747,323,138
1421235,"Szkoła Podstawowa im. Prymasa Tysiąclecia w Woli Zarczyckiej, Wola Zarczycka 128, 37-311 Wola Zarczycka",576,48,1485756,62,71
1421236,"Szkoła Podstawowa im. Prymasa Tysiąclecia w Woli Zarczyckiej, Wola Zarczycka 128, 37-311 Wola Zarczycka",678,40,1485756,62,71
1421318,"Gminny Ośrodek Kultury i Czytelnictwa w Białobrzegach, Białobrzegi 1, 37-114 Białobrzegi",578,119,1485844,155,270
1421327,"Zespół Szkół w Medyni Głogowskiej, Medynia Głogowska 426, 37-126 Medynia Głogowska",631,60,1485853,50,121
1421343,"Dom Kultury w Wysokiej, Wysoka 81, 37-100 Łańcut",743,171,1485869,276,339
1421345,"Szkoła Podstawowa im. Błogosławionej Rodziny Ulmów w Markowej, Markowa 1351, 37-120 Markowa",535,111,1485871,98,193
1421367,"Szkoła Podstawowa Nr 3, ul. Żeromskiego 30, 39-300 Mielec",518,463,1485892,456,256
1421417,"Samorządowy Ośrodek Kultury i Sportu Gminy Mielec z/s w Chorzelowie, Chorzelów 307, 39-331 Chorzelów",568,271,1485947,12,492
1421439,"Szkoła Podstawowa w Tuszymie, Tuszyma 482, 39-321 Tuszyma",596,147,1485969,55,327
1421530,"Zespół Szkolno-Przedszkolny Nr 4 w Nisku, ul. Piaskowa 15, 37-400 Nisko",365,207,1486063,364,123
1421535,"Zespół Szkolno-Przedszkolny w Zarzeczu, Zarzecze ul. Adama Mickiewicza 45, 37-400 Nisko",437,111,1486066,338,119
1421668,"Szkoła Podstawowa Nr 1, ul. Marii Konopnickiej 5, 37-200 Przeworsk",367,192,1486211,346,184
1421729,"Wiejski Dom Kultury w Gniewczynie Łańcuckiej, Gniewczyna Łańcucka 621, 37-203 Gniewczyna Łańcucka",584,60,1486266,28,148
1421831,"Szkoła Podstawowa Nr 1 w Niechobrzu, Niechobrz 679, 36-047 Niechobrz",719,220,1486371,304,362
1421854,"Miejsko Gminny Dom Kultury w Głogowie Małopolskim, ul. Kardynała Stefana Wyszyńskiego 12, 36-060 Głogów Małopolski",394,133,1486394,374,185
1421867,"Dom Ludowy w Wysokiej Głogowskiej, Wysoka Głogowska 302, 36-061 Wysoka Głogowska",666,142,1486408,140,289
1421884,"Szkoła Podstawowa w Krasnem, Krasne 742, 36-007 Krasne",562,410,1486427,102,750
1421889,"Urząd Gminy Lubenia, Lubenia 131, 36-042 Lubenia",555,173,1486432,36,342
1421898,"Zespół Szkół im. Bł. Bronisława Markiewicza, Trzeboś ul. Kościelna 1, 36-050 Sokołów Małopolski",648,37,1486442,140,94
1421899,"Ochotnicza Straż Pożarna, Nienadówka 300, 36-052 Nienadówka",836,98,1486443,394,222
1421916,"Przedszkole w Trzebownisku, Trzebownisko 968, 36-001 Trzebownisko",766,318,1486460,470,626
1421920,"Zespół Szkół im. Jana Pawła II w Jasionce, Jasionka 301, 36-002 Jasionka",557,293,1486464,121,568
1421924,"Zespół Szkół w Łukawcu, Łukawiec 423, 36-004 Łąka",651,158,1486468,97,320
1422102,"Urząd Gminy w Czudcu-Sala Widowiskowa, ul. Starowiejska 6, 38-120 Czudec",675,240,1486655,220,437
1422190,"Zespół Szkół Ogólnokształcących im. Prof. Stanisława Bąka w Grębowie, ul. Rynek 9, 39-410 Grębów",554,184,1486745,9,340
1422203,"Zespół Placówek Oświatowych, ul. Bronisława Zybury 4, 39-460 Nowa Dęba",409,232,1486758,9,364
1422271,"II Liceum Ogólnokształcące im. prof. Kazimierza Morawskiego, ul. Biskupa Jakuba Glazera 44, 37-700 Przemyśl",370,411,1486838,252,277
1422309,"Zespół Szkół Technicznych, ul. Adama Matuszczaka 7, 35-083 Rzeszów",462,554,1486885,261,215
1422310,"Zespół Szkolno-Przedszkolny nr 4, ul. Staroniwska 55, 35-101 Rzeszów",513,647,1486886,72,138
1422340,"Rzeszowski Dom Kultury, ul. Jana Olbrachta 120, 35-614 Rzeszów",558,596,1486916,227,40
1422342,"Szkoła Podstawowa nr 5, ul. Słocińska 4, 35-330 Rzeszów",516,478,1486918,8,781
