id_first,address,Nawrocki_first,Trzaskowski_first,id_second,Nawrocki_second,Trzaskowski_second
1413102,"XLVII Liceum Ogólnokształcące im. Stanisława Staszica, ul. Stanisława Czernika 1/3, 92-538 Łódź",303,732,1476575,515,113
1413103,"XLVII Liceum Ogólnokształcące im. Stanisława Staszica, ul. Stanisława Czernika 1/3, 92-538 Łódź",296,567,1476575,515,113
1413104,"XLVII Liceum Ogólnokształcące im. Stanisława Staszica, ul. Stanisława Czernika 1/3, 92-538 Łódź",329,620,1476575,515,113
1413105,"Szkoła Podstawowa nr 199 im. Juliana Tuwima, ul. Józefa Elsnera 8, 92-504 Łódź",384,804,1476578,594,184
1413105,"Szkoła Podstawowa nr 199 im. Juliana Tuwima, ul. Józefa Elsnera 8, 92-504 Łódź",384,804,1476579,615,379
1413106,"Szkoła Podstawowa nr 199 im. Juliana Tuwima, ul. Józefa Elsnera 8, 92-504 Łódź",357,940,1476578,594,184
1413106,"Szkoła Podstawowa nr 199 im. Juliana Tuwima, ul. Józefa Elsnera 8, 92-504 Łódź",357,940,1476579,615,379
1413107,"Szkoła Podstawowa nr 34 im. Wisławy Szymborskiej, ul. Mieczysławy Ćwiklińskiej 9, 92-508 Łódź",351,819,1476580,596,174
1413108,"Szkoła Podstawowa nr 34 im. Wisławy Szymborskiej, ul. Mieczysławy Ćwiklińskiej 9, 92-508 Łódź",283,589,1476580,596,174
1413111,"Szkoła Podstawowa nr 33 im. Stefana Kopcińskiego, ul. Michała Lermontowa 7, 92-512 Łódź",366,788,1476584,586,196
1413112,"Szkoła Podstawowa nr 33 im. Stefana Kopcińskiego, ul. Michała Lermontowa 7, 92-512 Łódź",348,671,1476584,586,196
1413118,"Szkoła Podstawowa nr 141 im. gen. Mariusza Zaruskiego, ul. Zakładowa 35, 92-402 Łódź",464,840,1476591,783,259
1413118,"Szkoła Podstawowa nr 141 im. gen. Mariusza Zaruskiego, ul. Zakładowa 35, 92-402 Łódź",464,840,1476592,650,272
1413119,"Szkoła Podstawowa nr 141 im. gen. Mariusza Zaruskiego, ul. Zakładowa 35, 92-402 Łódź",335,763,1476591,783,259
1413119,"Szkoła Podstawowa nr 141 im. gen. Mariusza Zaruskiego, ul. Zakładowa 35, 92-402 Łódź",335,763,1476592,650,272
1413120,"Szkoła Podstawowa nr 205 im. Św. Jadwigi Królowej Polski, ul. Dąbrówki 1, 92-413 Łódź",273,711,1476593,555,137
1413120,"Szkoła Podstawowa nr 205 im. Św. Jadwigi Królowej Polski, ul. Dąbrówki 1, 92-413 Łódź",273,711,1476594,677,226
1413121,"Szkoła Podstawowa nr 205 im. Św. Jadwigi Królowej Polski, ul. Dąbrówki 1, 92-413 Łódź",446,863,1476593,555,137
1413121,"Szkoła Podstawowa nr 205 im. Św. Jadwigi Królowej Polski, ul. Dąbrówki 1, 92-413 Łódź",446,863,1476594,677,226
1413122,"Przedszkole Miejskie nr 4, ul. Andrzeja Kmicica 5, 92-433 Łódź",349,612,1476596,498,311
1413122,"Przedszkole Miejskie nr 4, ul. Andrzeja Kmicica 5, 92-433 Łódź",349,612,1476597,610,400
1413123,"Przedszkole Miejskie nr 4, ul. Andrzeja Kmicica 5, 92-433 Łódź",283,836,1476596,498,311
1413123,"Przedszkole Miejskie nr 4, ul. Andrzeja Kmicica 5, 92-433 Łódź",283,836,1476597,610,400
1413124,"Przedszkole Miejskie nr 4, ul. Andrzeja Kmicica 5, 92-433 Łódź",317,920,1476596,498,311
1413124,"Przedszkole Miejskie nr 4, ul. Andrzeja Kmicica 5, 92-433 Łódź",317,920,1476597,610,400
1413125,"Lokal Rady Osiedla Dolina Łódki, ul. Beskidzka 172, 91-610 Łódź",304,654,1476598,569,136
1413129,"Szkoła Podstawowa nr 4 im. Komisji Edukacji Narodowej, al. marsz. Józefa Piłsudskiego 101, 92-329 Łódź",224,673,1476602,536,189
1413137,"Zespół Szkolno-Przedszkolny nr 2, ul. Jugosłowiańska 2, 92-720 Łódź",319,670,1476610,591,57
1413137,"Zespół Szkolno-Przedszkolny nr 2, ul. Jugosłowiańska 2, 92-720 Łódź",319,670,1476611,547,112
1413138,"Zespół Szkolno-Przedszkolny nr 2, ul. Jugosłowiańska 2, 92-720 Łódź",288,691,1476610,591,57
1413138,"Zespół Szkolno-Przedszkolny nr 2, ul. Jugosłowiańska 2, 92-720 Łódź",288,691,1476611,547,112
1413145,"Szkoła Podstawowa nr 149 im. Obrońców Westerplatte, ul. Tatrzańska 69A, 93-219 Łódź",428,750,1476618,689,198
1413152,"Zespół Szkolno-Przedszkolny Nr 6 w Łodzi, ul. Janosika 136, 92-108 Łódź",342,899,1476625,605,306
1413153,"Szkoła Podstawowa nr 139 im. Wojska Polskiego, ul. Giewont 28, 92-116 Łódź",311,598,1476626,562,3
1413154,"Szkoła Podstawowa nr 139 im. Wojska Polskiego, ul. Giewont 28, 92-116 Łódź",187,353,1476626,562,3
1413204,"Zespół Szkół Nr 3, ul. Działkowa 10, 96-100 Skierniewice",231,381,1476717,241,372
1413266,"Centrum Kultury Gminy Łapanów, Łapanów 10, 32-740 Łapanów",561,249,1476790,623,188
1413397,"I Liceum Ogólnokształcące w Chrzanowie, ul. Marszałka Józefa Piłsudskiego 14, 32-500 Chrzanów",206,435,1476927,236,429
1413406,"Szkoła Podstawowa Nr 10 w Chrzanowie, ul. Kardynała Stefana Wyszyńskiego 19, 32-500 Chrzanów",182,314,1476936,155,281
1413425,"Miejskie Centrum Medyczne w Libiążu, ul. 9 Maja 2, 32-590 Libiąż",330,352,1476961,188,217
1413432,"Szkoła Podstawowa Nr 2 w Libiążu, pl. Plac Zwycięstwa 2, 32-590 Libiąż",320,350,1476955,283,151
1413579,"Gminny Ośrodek Kultury, Łużna 597, 38-322 Łużna",197,103,1477119,437,98
1413582,"Szkoła Podstawowa im. Księdza Stanisława Pękali, Szalowa 16, 38-331 Szalowa",373,53,1477124,331,46
1413627,"Gminne Centrum Edukacji w Igołomi (przedszkole samorządowe w Igołomi), Igołomia 252, 32-125 Wawrzeńczyce",234,100,1477171,197,78
1413641,"Szkoła Podstawowa w Iwanowicach Włościańskich, Iwanowice Włościańskie ul. Jana Pawła II 3, 32-095 Iwanowice",294,142,1477181,354,133
1413677,"Szkoła Podstawowa Nr 2 w Krzeszowicach, ul. Szkolna 7, 32-065 Krzeszowice",150,262,1477223,294,260
1413730,"Szkoła Podstawowa w Libertowie, Libertów ul. Jana Pawła II 43, 30-444 Kraków 55",422,703,1477275,734,75
1413812,"Gminny Ośrodek Kultury i Sportu w Wielkiej Wsi z siedzibą w Białym Kościele, ul. Królowej Jadwigi 4, 32-089 Biały Kościół",260,159,1477360,108,69
1413814,"Zespół Szkolno-Przedszkolny w Modlnicy, ul. Sportowa 2, 32-085 Modlnica",328,614,1477361,740,101
1413849,"Szkoła Podstawowa im. Stanisława Wyspiańskiego w Bibicach, ul. Tadeusza Kościuszki 56A, 32-087 Bibice",156,387,1477416,251,372
1413972,"Szkoła Podstawowa (budynek w Rynku), Tymbark 29, 34-650 Tymbark",381,127,1477533,646,107
1414002,"Szkoła Podstawowa Nr 1 w Kozłowie, Kozłów 303, 32-241 Kozłów",236,68,1477566,147,36
1414159,"Szkoła Podstawowa, Marcinkowice 132, 33-393 Marcinkowice",426,99,1477754,247,59
1414164,"Szkoła Podstawowa, Paszyn 410, 33-326 Mogilno",462,66,1477756,387,65
1414173,"Szkoła Podstawowa, Wielogłowy 56, 33-311 Wielogłowy",350,97,1477737,337,40
1414177,"Szkoła Podstawowa, Świniarsko 132, 33-395 Chełmiec",384,122,1477732,439,113
1414180,"Szkoła Podstawowa, Wielogłowy 56, 33-311 Wielogłowy",333,100,1477737,337,40
1414185,"Szkoła Podstawowa im. Jana Pawła II, Podole-Górowa 158, 33-318 Gródek nad Dunajcem",380,59,1477768,344,41
1414255,"Zespół Szkolno – Przedszkolny, Łącko 284, 33-390 Łącko",286,93,1477841,329,91
1414265,"Zespół Szkolno – Przedszkolny, Łącko 284, 33-390 Łącko",501,156,1477835,504,145
1414265,"Zespół Szkolno – Przedszkolny, Łącko 284, 33-390 Łącko",501,156,1477841,329,91
1414270,"Szkoła Podstawowa im. mjra pil. Jerzego Iszkowskiego, ul. św. Floriana 20, 33-312 Tęgoborze",765,123,1477851,576,63
1414323,"Hala Sportowa przy Szkole Podstawowej, Rytro 99, 33-343 Rytro",492,157,1477905,746,132
1414332,"Szkoła Podstawowa, ul. Mariana Cyconia 3, 33-342 Barcice",734,208,1477918,191,12
1414391,"Gminna Hala Sportowo – Widowiskowa, ul. Szkolna 2, 34-436 Maniowy",338,121,1477973,219,87
1414400,"Szkoła Podstawowa Nr 2, Lipnica Mała 346, 34-482 Lipnica Mała",607,57,1477990,581,33
1414470,"Szkoła Podstawowa Nr 2, ul. Sądecka 2, 34-700 Rabka-Zdrój",406,251,1478050,435,167
1414723,"Remiza Ochotniczej Straży Pożarnej w Majkowicach, Majkowice 55, 32-120 Nowe Brzesko",70,19,1478327,104,18
1414770,"Szkoła Podstawowa, ul. Kolejowa 7, 34-240 Jordanów",318,157,1478378,177,147
1414865,"Szkoła Podstawowa w Pleśnej, Pleśna 228, 33-171 Pleśna",260,133,1478476,255,120
1415131,"Zespół Szkolno-Przedszkolny w Stroniu, Stronie 67, 34-145 Stronie",231,99,1478757,142,30
1415155,"Zespół Szkół Publicznych w Kleczy Dolnej, Klecza Dolna ul. Krakowska 234, 34-124 Klecza Górna",439,322,1478781,307,150
1415220,"Zespół Szkół im. Ojca Świętego Jana Pawła II w Niepołomicach, pl. Plac Kazimierza Wielkiego 1, 32-005 Niepołomice",261,410,1478868,315,328
1415221,"Zespół Szkół im. Ojca Świętego Jana Pawła II w Niepołomicach, pl. Plac Kazimierza Wielkiego 1, 32-005 Niepołomice",296,528,1478868,315,328
1415222,"Zespół Szkół im. Ojca Świętego Jana Pawła II w Niepołomicach, pl. Plac Kazimierza Wielkiego 1, 32-005 Niepołomice",347,470,1478868,315,328
1415302,"XLI Liceum Ogólnokształcące, rynek Rynek Kleparski 18, 31-150 Kraków",218,501,1478933,502,179
1415306,"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 3, ul. Topolowa 22, 31-506 Kraków",220,485,1478937,441,1
1415310,"Szkoła Podstawowa Nr 38, ul. płk. Francesco Nullo 23, 31-543 Kraków",303,779,1478941,672,729
1415310,"Szkoła Podstawowa Nr 38, ul. płk. Francesco Nullo 23, 31-543 Kraków",303,779,1478942,615,283
1415311,"Szkoła Podstawowa Nr 38, ul. płk. Francesco Nullo 23, 31-543 Kraków",374,677,1478942,615,283
1415312,"XIII Liceum Ogólnokształcące, ul. Sądowa 4, 31-542 Kraków",151,496,1478943,379,81
1415312,"XIII Liceum Ogólnokształcące, ul. Sądowa 4, 31-542 Kraków",151,496,1478944,458,297
1415313,"XIII Liceum Ogólnokształcące, ul. Sądowa 4, 31-542 Kraków",233,671,1478943,379,81
1415313,"XIII Liceum Ogólnokształcące, ul. Sądowa 4, 31-542 Kraków",233,671,1478944,458,297
1415320,"Szkoła Podstawowa Nr 39, ul. Stanisława Jachowicza 5, 31-564 Kraków",279,438,1478952,524,420
1415321,"Szkoła Podstawowa Nr 39, ul. Stanisława Jachowicza 5, 31-564 Kraków",209,612,1478952,524,420
1415322,"Szkoła Podstawowa Nr 114, ul. Łąkowa 31, 31-443 Kraków",227,512,1478953,529,214
1415322,"Szkoła Podstawowa Nr 114, ul. Łąkowa 31, 31-443 Kraków",227,512,1478954,434,83
1415323,"Szkoła Podstawowa Nr 114, ul. Łąkowa 31, 31-443 Kraków",216,530,1478953,529,214
1415323,"Szkoła Podstawowa Nr 114, ul. Łąkowa 31, 31-443 Kraków",216,530,1478954,434,83
1415328,"Szkoła Muzyczna I Stopnia Nr 1, ul. Pilotów 51, 31-462 Kraków",264,601,1478959,458,43
1415333,"Szkoła Podstawowa Nr 64, ul. Sadzawki 1, 31-465 Kraków",275,456,1478966,427,410
1415336,"Szkoła Podstawowa Nr 2, ul. Strzelców 5a, 31-422 Kraków",290,594,1478967,587,148
1415336,"Szkoła Podstawowa Nr 2, ul. Strzelców 5a, 31-422 Kraków",290,594,1478968,554,242
1415337,"Szkoła Podstawowa Nr 2, ul. Strzelców 5a, 31-422 Kraków",203,568,1478967,587,148
1415337,"Szkoła Podstawowa Nr 2, ul. Strzelców 5a, 31-422 Kraków",203,568,1478968,554,242
1415338,"Szkoła Podstawowa Nr 2, ul. Strzelców 5a, 31-422 Kraków",339,578,1478967,587,148
1415338,"Szkoła Podstawowa Nr 2, ul. Strzelców 5a, 31-422 Kraków",339,578,1478968,554,242
1415339,"Szkoła Podstawowa Nr 2, ul. Strzelców 5a, 31-422 Kraków",274,460,1478967,587,148
1415339,"Szkoła Podstawowa Nr 2, ul. Strzelców 5a, 31-422 Kraków",274,460,1478968,554,242
1415340,"Szkoła Podstawowa Nr 2, ul. Strzelców 5a, 31-422 Kraków",279,556,1478967,587,148
1415340,"Szkoła Podstawowa Nr 2, ul. Strzelców 5a, 31-422 Kraków",279,556,1478968,554,242
1415349,"Zespół Szkolno-Przedszkolny Nr 12, ul. ks. Józefa Meiera 16D, 31-236 Kraków",265,601,1478980,682,291
1415350,"Zespół Szkolno-Przedszkolny Nr 12, ul. ks. Józefa Meiera 16D, 31-236 Kraków",184,358,1478980,682,291
1415351,"Zespół Szkolno-Przedszkolny Nr 12, ul. ks. Józefa Meiera 16D, 31-236 Kraków",112,390,1478980,682,291
1415352,"Zespół Szkolno-Przedszkolny Nr 2, ul. Porzeczkowa 3, 31-234 Kraków",209,590,1478983,601,292
1415352,"Zespół Szkolno-Przedszkolny Nr 2, ul. Porzeczkowa 3, 31-234 Kraków",209,590,1478984,655,273
1415353,"Zespół Szkolno-Przedszkolny Nr 2, ul. Porzeczkowa 3, 31-234 Kraków",260,648,1478983,601,292
1415353,"Zespół Szkolno-Przedszkolny Nr 2, ul. Porzeczkowa 3, 31-234 Kraków",260,648,1478984,655,273
1415354,"Szkoła Podstawowa Nr 58, ul. Stanisława Pigonia 2, 31-230 Kraków",277,610,1478985,680,285
1415355,"Szkoła Podstawowa Nr 58, ul. Stanisława Pigonia 2, 31-230 Kraków",263,448,1478985,680,285
1415356,"Zespół Szkolno-Przedszkolny Nr 16, ul. Józefa Mackiewicza 15, 31-214 Kraków",248,494,1478988,450,90
1415357,"Zespół Szkolno-Przedszkolny Nr 16, ul. Józefa Mackiewicza 15, 31-214 Kraków",145,532,1478988,450,90
1415358,"Zespół Szkolno-Przedszkolny Nr 16, ul. Józefa Mackiewicza 15, 31-214 Kraków",117,330,1478988,450,90
1415359,"Zespół Szkolno-Przedszkolny Nr 16, ul. Józefa Mackiewicza 15, 31-214 Kraków",217,492,1478988,450,90
1415360,"Zespół Szkolno-Przedszkolny Nr 16, ul. Józefa Mackiewicza 15, 31-214 Kraków",308,480,1478988,450,90
1415361,"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 107, ul. Zdrowa 6, 31-216 Kraków",214,637,1478992,697,469
1415361,"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 107, ul. Zdrowa 6, 31-216 Kraków",214,637,1478995,592,168
1415362,"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 107, ul. Zdrowa 6, 31-216 Kraków",153,433,1478995,592,168
1415363,"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 107, ul. Zdrowa 6, 31-216 Kraków",207,444,1478995,592,168
1415364,"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 107, ul. Zdrowa 6, 31-216 Kraków",285,577,1478992,697,469
1415364,"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 107, ul. Zdrowa 6, 31-216 Kraków",285,577,1478995,592,168
1415369,"Szkoła Podstawowa Nr 21, ul. Batalionu ""Skała"" AK 12, 31-272 Kraków",333,509,1479001,496,21
1415369,"Szkoła Podstawowa Nr 21, ul. Batalionu ""Skała"" AK 12, 31-272 Kraków",333,509,1479002,535,197
1415370,"Szkoła Podstawowa Nr 21, ul. Batalionu ""Skała"" AK 12, 31-272 Kraków",295,615,1479001,496,21
1415370,"Szkoła Podstawowa Nr 21, ul. Batalionu ""Skała"" AK 12, 31-272 Kraków",295,615,1479002,535,197
1415371,"Szkoła Podstawowa Nr 21, ul. Batalionu ""Skała"" AK 12, 31-272 Kraków",169,531,1479001,496,21
1415371,"Szkoła Podstawowa Nr 21, ul. Batalionu ""Skała"" AK 12, 31-272 Kraków",169,531,1479002,535,197
1415374,"Zespół Szkolno-Przedszkolny Nr 14, ul. Stawowa 179, 31-346 Kraków",328,677,1479005,661,167
1415374,"Zespół Szkolno-Przedszkolny Nr 14, ul. Stawowa 179, 31-346 Kraków",328,677,1479006,132,540
1415375,"Zespół Szkolno-Przedszkolny Nr 14, ul. Stawowa 179, 31-346 Kraków",218,550,1479005,661,167
1415375,"Zespół Szkolno-Przedszkolny Nr 14, ul. Stawowa 179, 31-346 Kraków",218,550,1479006,132,540
1415376,"Publiczna Katolicka Szkoła Podstawowa im. św. Joanny Beretty Molli, ul. Stelmachów 137, 31-349 Kraków",234,807,1479007,561,541
1415386,"Zespół Szkół Specjalnych Nr 4, ul. Zakątek 2, 30-076 Kraków",244,527,1479017,509,82
1415387,"Zespół Szkół Specjalnych Nr 4, ul. Zakątek 2, 30-076 Kraków",233,447,1479017,509,82
1415390,"Szkoła Podstawowa Nr 36, ul. Mazowiecka 70, 30-019 Kraków",250,816,1479021,693,74
1415390,"Szkoła Podstawowa Nr 36, ul. Mazowiecka 70, 30-019 Kraków",250,816,1479023,374,809
1415391,"Szkoła Podstawowa Nr 36, ul. Mazowiecka 70, 30-019 Kraków",227,486,1479021,693,74
1415392,"Szkoła Podstawowa Nr 36, ul. Mazowiecka 70, 30-019 Kraków",205,382,1479021,693,74
1415393,"Szkoła Podstawowa Nr 36, ul. Mazowiecka 70, 30-019 Kraków",233,474,1479021,693,74
1415395,"Zespół Szkolno-Przedszkolny Nr 4, ul. Urzędnicza 65, 30-074 Kraków",251,658,1479026,495,259
1415401,"MDK ""Dom Harcerza"", ul. Władysława Reymonta 18, 30-059 Kraków",133,367,1479032,440,134
1415402,"VII Liceum Ogólnokształcące, ul. Stanisława Skarbińskiego 5, 30-071 Kraków",217,483,1479035,441,209
1415403,"VII Liceum Ogólnokształcące, ul. Stanisława Skarbińskiego 5, 30-071 Kraków",258,449,1479035,441,209
1415404,"VII Liceum Ogólnokształcące, ul. Stanisława Skarbińskiego 5, 30-071 Kraków",146,444,1479035,441,209
1415407,"Zespół Szkół Ogólnokształcących Nr 7, ul. Złoty Róg 30, 30-095 Kraków",189,610,1479038,405,214
1415408,"Zespół Szkół Ogólnokształcących Nr 7, ul. Złoty Róg 30, 30-095 Kraków",259,436,1479038,405,214
1415409,"Centrum Kształcenia Zawodowego Nr 1 Wydział Budowlany, ul. Wesele 41, 30-127 Kraków",238,645,1479040,536,370
1415411,"XVIII Liceum Ogólnokształcące, ul. Na Błonie 15b, 30-147 Kraków",260,681,1479042,482,148
1415412,"XVIII Liceum Ogólnokształcące, ul. Na Błonie 15b, 30-147 Kraków",302,546,1479042,482,148
1415415,"Szkoła Podstawowa Nr 50, ul. Katowicka 28, 31-351 Kraków",154,393,1479046,407,78
1415419,"Centrum Kultury ""Dworek Białoprądnicki"" Klub Kultury ""Chełm"", ul. Chełmska 16, 30-238 Kraków",276,790,1479050,510,186
1415422,"Szkoła Podstawowa Nr 72, al. Aleja Modrzewiowa 23, 30-224 Kraków",253,743,1479053,401,109
1415422,"Szkoła Podstawowa Nr 72, al. Aleja Modrzewiowa 23, 30-224 Kraków",253,743,1479054,378,104
1415423,"Szkoła Podstawowa Nr 72, al. Aleja Modrzewiowa 23, 30-224 Kraków",193,712,1479053,401,109
1415423,"Szkoła Podstawowa Nr 72, al. Aleja Modrzewiowa 23, 30-224 Kraków",193,712,1479054,378,104
1415427,"Zespół Szkół Ogólnokształcących Nr 18, ul. Senatorska 35, 30-106 Kraków",246,519,1479059,545,91
1415428,"Zespół Szkół Ogólnokształcących Nr 18, ul. Senatorska 35, 30-106 Kraków",302,526,1479059,545,91
1415435,"Zespół Szkół Łączności, ul. Monte Cassino 31, 30-337 Kraków",193,602,1479066,464,120
1415435,"Zespół Szkół Łączności, ul. Monte Cassino 31, 30-337 Kraków",193,602,1479067,490,361
1415436,"Zespół Szkół Łączności, ul. Monte Cassino 31, 30-337 Kraków",257,754,1479066,464,120
1415436,"Zespół Szkół Łączności, ul. Monte Cassino 31, 30-337 Kraków",257,754,1479067,490,361
1415445,"Zespół Szkolno-Przedszkolny Nr 7, ul. Skotnicka 86, 30-394 Kraków",268,541,1479318,467,191
1415446,"Zespół Szkolno-Przedszkolny Nr 7, ul. Skotnicka 86, 30-394 Kraków",252,360,1479318,467,191
1415447,"Zespół Szkolno-Przedszkolny Nr 7, ul. Skotnicka 86, 30-394 Kraków",116,348,1479318,467,191
1415448,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",188,551,1479079,530,386
1415448,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",188,551,1479080,471,1
1415448,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",188,551,1479082,350,35
1415448,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",188,551,1479083,395,152
1415449,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",190,550,1479079,530,386
1415449,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",190,550,1479080,471,1
1415449,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",190,550,1479082,350,35
1415449,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",190,550,1479083,395,152
1415450,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",127,334,1479080,471,1
1415450,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",127,334,1479082,350,35
1415450,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",127,334,1479083,395,152
1415451,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",124,461,1479079,530,386
1415451,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",124,461,1479080,471,1
1415451,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",124,461,1479082,350,35
1415451,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",124,461,1479083,395,152
1415452,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",148,585,1479079,530,386
1415452,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",148,585,1479080,471,1
1415452,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",148,585,1479082,350,35
1415452,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",148,585,1479083,395,152
1415453,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",116,404,1479079,530,386
1415453,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",116,404,1479080,471,1
1415453,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",116,404,1479082,350,35
1415453,"Szkoła Podstawowa Nr 53, ul. Skośna 8, 30-383 Kraków",116,404,1479083,395,152
1415454,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",290,528,1479085,601,63
1415454,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",290,528,1479086,526,294
1415454,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",290,528,1479090,537,123
1415455,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",224,498,1479085,601,63
1415455,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",224,498,1479086,526,294
1415455,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",224,498,1479090,537,123
1415456,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",241,367,1479085,601,63
1415456,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",241,367,1479086,526,294
1415456,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",241,367,1479090,537,123
1415457,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",242,410,1479085,601,63
1415457,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",242,410,1479086,526,294
1415457,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",242,410,1479090,537,123
1415458,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",209,289,1479085,601,63
1415458,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",209,289,1479090,537,123
1415459,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",243,545,1479085,601,63
1415459,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",243,545,1479086,526,294
1415459,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",243,545,1479089,392,543
1415459,"Szkoła Podstawowa Nr 40, ul. Pszczelna 13, 30-385 Kraków",243,545,1479090,537,123
1415467,"Szkoła Podstawowa Nr 56, ul. Aleksandra Fredry 65, 30-605 Kraków",285,465,1479098,617,45
1415468,"Szkoła Podstawowa Nr 56, ul. Aleksandra Fredry 65, 30-605 Kraków",333,309,1479098,617,45
1415476,"Szkoła Podstawowa Nr 14, ul. Profesora Wojciecha Marii Bartla 29, 30-389 Kraków",194,632,1479107,439,103
1415476,"Szkoła Podstawowa Nr 14, ul. Profesora Wojciecha Marii Bartla 29, 30-389 Kraków",194,632,1479108,752,238
1415477,"Szkoła Podstawowa Nr 14, ul. Profesora Wojciecha Marii Bartla 29, 30-389 Kraków",302,615,1479107,439,103
1415477,"Szkoła Podstawowa Nr 14, ul. Profesora Wojciecha Marii Bartla 29, 30-389 Kraków",302,615,1479108,752,238
1415478,"Szkoła Podstawowa Nr 134, ul. Kłuszyńska 46, 30-499 Kraków",267,623,1479109,647,118
1415478,"Szkoła Podstawowa Nr 134, ul. Kłuszyńska 46, 30-499 Kraków",267,623,1479110,504,496
1415479,"Szkoła Podstawowa Nr 134, ul. Kłuszyńska 46, 30-499 Kraków",286,306,1479109,647,118
1415490,"Zespół Szkół Odzieżowych Nr 1, ul. Cechowa 57, 30-614 Kraków",333,422,1479122,555,114
1415491,"Zespół Szkół Odzieżowych Nr 1, ul. Cechowa 57, 30-614 Kraków",241,556,1479122,555,114
1415492,"Zespół Szkół Odzieżowych Nr 1, ul. Cechowa 57, 30-614 Kraków",203,367,1479122,555,114
1415506,"Szkoła Podstawowa im. Bł. Celiny Borzęckiej, ul. Malborska 98, 30-624 Kraków",155,281,1479139,590,99
1415507,"Szkoła Podstawowa im. Bł. Celiny Borzęckiej, ul. Malborska 98, 30-624 Kraków",293,367,1479139,590,99
1415508,"Szkoła Podstawowa im. Bł. Celiny Borzęckiej, ul. Malborska 98, 30-624 Kraków",260,508,1479139,590,99
1415514,"Szkoła Podstawowa Nr 27, ul. Podedworze 16, 30-686 Kraków",347,492,1479147,768,253
1415515,"Szkoła Podstawowa Nr 27, ul. Podedworze 16, 30-686 Kraków",312,444,1479147,768,253
1415516,"Szkoła Podstawowa Nr 27, ul. Podedworze 16, 30-686 Kraków",289,536,1479147,768,253
1415527,"Młodzieżowy Dom Kultury, ul. Na Wrzosach 57, 30-816 Kraków",302,537,1479158,581,42
